tab 	samples
azimuth	citations	dip	geologic_classes	geologic_types	height	lat	lithologies	lon	method_codes	sample	site
9.9	This study:10.1029/2008GC002072	-88.0	Intrusive:Igneous	Volcanic Dome		-77.67		166.78	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc206e	mc1206
49.2	This study:10.1029/2008GC002072	-51.0	Intrusive:Igneous	Volcanic Dome		-77.67		166.78	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc206f	mc1206
47.9	This study:10.1029/2008GC002072	-54.0	Intrusive:Igneous	Volcanic Dome		-77.67		166.78	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc206g	mc1206
58.4	This study:10.1029/2008GC002072	-56.0	Intrusive:Igneous	Volcanic Dome		-77.67		166.78	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc206h	mc1206
62.4	This study:10.1029/2008GC002072	-63.0	Intrusive:Igneous	Volcanic Dome		-77.67		166.78	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc206i	mc1206
46.8	This study:10.1029/2008GC002072	-77.0	Intrusive:Igneous	Volcanic Dome		-77.67		166.78	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc206k	mc1206
183.0	This study:10.1029/2008GC002072	-81.0	Extrusive:Igneous	Lava Flow		-77.68		166.52	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc207a	mc1207
187.3	This study:10.1029/2008GC002072	-82.0	Extrusive:Igneous	Lava Flow		-77.68		166.52	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc207b	mc1207
189.1	This study:10.1029/2008GC002072	-78.0	Extrusive:Igneous	Lava Flow		-77.68		166.52	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc207d	mc1207
175.0	This study:10.1029/2008GC002072	-35.0	Extrusive:Igneous	Lava Flow		-77.68		166.52	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc207g	mc1207
127.2	This study:10.1029/2008GC002072	-62.5	Extrusive:Igneous	Lava Flow		-77.68		166.52	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc207h	mc1207
127.4	This study:10.1029/2008GC002072	-69.0	Extrusive:Igneous	Lava Flow		-77.68		166.52	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc207k	mc1207
203.0	This study:10.1029/2008GC002072	-77.0	Extrusive:Igneous	Lava Flow		-77.67		166.53	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc208a	mc1208
206.6	This study:10.1029/2008GC002072	-83.0	Extrusive:Igneous	Lava Flow		-77.67		166.53	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc208b	mc1208
205.2	This study:10.1029/2008GC002072	-79.0	Extrusive:Igneous	Lava Flow		-77.67		166.53	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc208c	mc1208
198.4	This study:10.1029/2008GC002072	-70.5	Extrusive:Igneous	Lava Flow		-77.67		166.53	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc208d	mc1208
201.9	This study:10.1029/2008GC002072	-69.0	Extrusive:Igneous	Lava Flow		-77.67		166.53	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc208e	mc1208
181.8	This study:10.1029/2008GC002072	-75.5	Extrusive:Igneous	Lava Flow		-77.67		166.53	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc208f	mc1208
81.5	This study:10.1029/2008GC002072	-64.0	Extrusive:Igneous	Lava Flow		-77.69		166.37	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc209a	mc1209
84.5	This study:10.1029/2008GC002072	-63.5	Extrusive:Igneous	Lava Flow		-77.69		166.37	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc209b	mc1209
90.3	This study:10.1029/2008GC002072	-63.0	Extrusive:Igneous	Lava Flow		-77.69		166.37	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc209c	mc1209
98.1	This study:10.1029/2008GC002072	-61.0	Extrusive:Igneous	Lava Flow		-77.69		166.37	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc209e	mc1209
102.1	This study:10.1029/2008GC002072	-61.0	Extrusive:Igneous	Lava Flow		-77.69		166.37	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc209f	mc1209
175.0	This study:10.1029/2008GC002072	-82.0	Intrusive:Igneous	Volcanic Dike		-77.88		165.03	SO-SIGHT:FS-FD	mc20a	mc1020
193.0	This study:10.1029/2008GC002072	-71.0	Intrusive:Igneous	Volcanic Dike		-77.88		165.03	SO-SIGHT:FS-FD	mc20b	mc1020
135.0	This study:10.1029/2008GC002072	-89.0	Intrusive:Igneous	Volcanic Dike		-77.88		165.03	SO-SIGHT:FS-FD	mc20c	mc1020
136.0	This study:10.1029/2008GC002072	-55.0	Intrusive:Igneous	Volcanic Dike		-77.88		165.03	SO-SIGHT:FS-FD	mc20d	mc1020
149.0	This study:10.1029/2008GC002072	-42.0	Intrusive:Igneous	Volcanic Dike		-77.88		165.03	SO-SIGHT:FS-FD	mc20e	mc1020
124.0	This study:10.1029/2008GC002072	-54.0	Intrusive:Igneous	Volcanic Dike		-77.88		165.03	SO-SIGHT:FS-FD	mc20f	mc1020
43.0	This study:10.1029/2008GC002072	-42.0	Intrusive:Igneous	Volcanic Dike		-77.88		165.03	SO-SIGHT:FS-FD	mc20h	mc1020
79.3	This study:10.1029/2008GC002072	-61.0	Intrusive:Igneous	Volcanic Dike		-77.69		166.37	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc210a	mc1210
75.6	This study:10.1029/2008GC002072	-84.0	Intrusive:Igneous	Volcanic Dike		-77.69		166.37	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc210b	mc1210
81.6	This study:10.1029/2008GC002072	-77.0	Intrusive:Igneous	Volcanic Dike		-77.69		166.37	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc210c	mc1210
70.4	This study:10.1029/2008GC002072	-71.0	Intrusive:Igneous	Volcanic Dike		-77.69		166.37	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc210e	mc1210
64.1	This study:10.1029/2008GC002072	-74.5	Intrusive:Igneous	Volcanic Dike		-77.69		166.37	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc210i	mc1210
312.9	This study:10.1029/2008GC002072	-51.0	Extrusive:Igneous	Lava Flow		-77.66		166.34	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc211a	mc1211
310.7	This study:10.1029/2008GC002072	-57.0	Extrusive:Igneous	Lava Flow		-77.66		166.34	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc211b	mc1211
357.2	This study:10.1029/2008GC002072	-48.5	Extrusive:Igneous	Lava Flow		-77.66		166.34	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc211e	mc1211
337.2	This study:10.1029/2008GC002072	-83.5	Extrusive:Igneous	Lava Flow		-77.66		166.34	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc211g	mc1211
345.2	This study:10.1029/2008GC002072	-84.0	Extrusive:Igneous	Lava Flow		-77.66		166.34	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc211h	mc1211
1.2	This study:10.1029/2008GC002072	-69.0	Extrusive:Igneous	Lava Flow		-77.66		166.34	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc211i	mc1211
78.6	This study:10.1029/2008GC002072	-62.5	Extrusive:Igneous	Lava Flow		-77.57		166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc212a	mc1212
73.5	This study:10.1029/2008GC002072	-57.0	Extrusive:Igneous	Lava Flow		-77.57		166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc212b	mc1212
64.0	This study:10.1029/2008GC002072	-42.0	Extrusive:Igneous	Lava Flow		-77.57		166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc212c	mc1212
63.4	This study:10.1029/2008GC002072	-49.0	Extrusive:Igneous	Lava Flow		-77.57		166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc212d	mc1212
65.4	This study:10.1029/2008GC002072	-79.0	Extrusive:Igneous	Lava Flow		-77.57		166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc212g	mc1212
78.3	This study:10.1029/2008GC002072	-69.0	Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc213b	mc1213
74.0	This study:10.1029/2008GC002072	-74.5	Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc213e	mc1213
66.5	This study:10.1029/2008GC002072	-96.5	Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc213f	mc1213
74.6	This study:10.1029/2008GC002072	-98.0	Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc213g	mc1213
78.3	This study:10.1029/2008GC002072	-112.0	Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc213h	mc1213
69.2	This study:10.1029/2008GC002072	-89.0	Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc213i	mc1213
182.6	This study:10.1029/2008GC002072	-66.5	Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc214a	mc1214
180.2	This study:10.1029/2008GC002072	-53.0	Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc214b	mc1214
94.9	This study:10.1029/2008GC002072	-90.0	Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc214d	mc1214
111.0	This study:10.1029/2008GC002072	-96.5	Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc214g	mc1214
162.7	This study:10.1029/2008GC002072	-87.0	Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc214h	mc1214
149.6	This study:10.1029/2008GC002072	-90.0	Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc214j	mc1214
13.7	This study:10.1029/2008GC002072	-8.5	Extrusive:Igneous	Lava Flow		-77.48		166.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc215a	mc1215
354.6	This study:10.1029/2008GC002072	-11.0	Extrusive:Igneous	Lava Flow		-77.48		166.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc215b	mc1215
18.3	This study:10.1029/2008GC002072	-12.0	Extrusive:Igneous	Lava Flow		-77.48		166.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc215c	mc1215
294.4	This study:10.1029/2008GC002072	-48.0	Extrusive:Igneous	Lava Flow		-77.48		166.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc215d	mc1215
270.2	This study:10.1029/2008GC002072	-32.5	Extrusive:Igneous	Lava Flow		-77.48		166.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc215h	mc1215
241.6	This study:10.1029/2008GC002072	-27.0	Extrusive:Igneous	Lava Flow		-77.48		166.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc215i	mc1215
188.6	This study:10.1029/2008GC002072	-47.5	Extrusive:Igneous	Lava Flow		-77.45		166.81	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc216a	mc1216
172.9	This study:10.1029/2008GC002072	-37.5	Extrusive:Igneous	Lava Flow		-77.45		166.81	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc216b	mc1216
181.1	This study:10.1029/2008GC002072	-50.0	Extrusive:Igneous	Lava Flow		-77.45		166.81	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc216c	mc1216
183.2	This study:10.1029/2008GC002072	-39.0	Extrusive:Igneous	Lava Flow		-77.45		166.81	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc216f	mc1216
165.5	This study:10.1029/2008GC002072	-52.0	Extrusive:Igneous	Lava Flow		-77.45		166.81	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc216g	mc1216
166.9	This study:10.1029/2008GC002072	-46.0	Extrusive:Igneous	Lava Flow		-77.45		166.81	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc216h	mc1216
252.5	This study:10.1029/2008GC002072	-67.0	Extrusive:Igneous	Lava Flow		-77.51		167.44	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc217a	mc1217
262.5	This study:10.1029/2008GC002072	-68.0	Extrusive:Igneous	Lava Flow		-77.51		167.44	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc217b	mc1217
261.0	This study:10.1029/2008GC002072	-69.5	Extrusive:Igneous	Lava Flow		-77.51		167.44	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc217c	mc1217
269.9	This study:10.1029/2008GC002072	-73.5	Extrusive:Igneous	Lava Flow		-77.51		167.44	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc217d	mc1217
269.9	This study:10.1029/2008GC002072	-69.5	Extrusive:Igneous	Lava Flow		-77.51		167.44	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc217e	mc1217
32.7	This study:10.1029/2008GC002072	-83.0	Extrusive:Igneous	Lava Flow		-77.56		166.98	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc218a	mc1218
29.9	This study:10.1029/2008GC002072	-86.5	Extrusive:Igneous	Lava Flow		-77.56		166.98	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc218b	mc1218
35.4	This study:10.1029/2008GC002072	-87.0	Extrusive:Igneous	Lava Flow		-77.56		166.98	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc218d	mc1218
54.4	This study:10.1029/2008GC002072	-43.0	Extrusive:Igneous	Lava Flow		-77.56		166.98	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc218i	mc1218
4.5	This study:10.1029/2008GC002072	-43.0	Extrusive:Igneous	Lava Flow		-77.56		166.98	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc218j	mc1218
240.0	This study:10.1029/2008GC002072	-78.0	Extrusive:Igneous	Lava Flow		-78.21		166.49	SO-SIGHT:FS-FD	mc21a	mc1021
192.0	This study:10.1029/2008GC002072	-65.0	Extrusive:Igneous	Lava Flow		-78.21		166.49	SO-SIGHT:FS-FD	mc21b	mc1021
307.0	This study:10.1029/2008GC002072	-18.0	Extrusive:Igneous	Lava Flow		-78.21		166.49	SO-SIGHT:FS-FD	mc21c	mc1021
32.0	This study:10.1029/2008GC002072	-11.0	Extrusive:Igneous	Lava Flow		-78.21		166.49	SO-SIGHT:FS-FD	mc21d	mc1021
247.0	This study:10.1029/2008GC002072	-27.0	Extrusive:Igneous	Lava Flow		-78.21		166.49	SO-SIGHT:FS-FD	mc21e	mc1021
347.0	This study:10.1029/2008GC002072	-24.0	Extrusive:Igneous	Lava Flow		-78.21		166.49	SO-SIGHT:FS-FD	mc21f	mc1021
222.0	This study:10.1029/2008GC002072	-11.0	Extrusive:Igneous	Lava Flow		-78.21		166.49	SO-SIGHT:FS-FD	mc21g	mc1021
158.0	This study:10.1029/2008GC002072	-22.0	Extrusive:Igneous	Lava Flow		-78.21		166.49	SO-SIGHT:FS-FD	mc21h	mc1021
297.7	This study:10.1029/2008GC002072	-80.0	Extrusive:Igneous	Lava Flow		-77.46		166.91	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc220a	mc1220
288.9	This study:10.1029/2008GC002072	-84.0	Extrusive:Igneous	Lava Flow		-77.46		166.91	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc220b	mc1220
291.4	This study:10.1029/2008GC002072	-89.5	Extrusive:Igneous	Lava Flow		-77.46		166.91	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc220c	mc1220
288.6	This study:10.1029/2008GC002072	-82.0	Extrusive:Igneous	Lava Flow		-77.46		166.91	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc220d	mc1220
277.8	This study:10.1029/2008GC002072	-94.0	Extrusive:Igneous	Lava Flow		-77.46		166.91	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc220e	mc1220
238.3	This study:10.1029/2008GC002072	-77.5	Extrusive:Igneous	Lava Flow		-77.46		166.91	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc220f	mc1220
227.8	This study:10.1029/2008GC002072	-84.5	Extrusive:Igneous	Lava Flow		-77.52		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc221b	mc1221
228.7	This study:10.1029/2008GC002072	-84.0	Extrusive:Igneous	Lava Flow		-77.52		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc221c	mc1221
204.4	This study:10.1029/2008GC002072	-93.5	Extrusive:Igneous	Lava Flow		-77.52		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc221d	mc1221
277.1	This study:10.1029/2008GC002072	-50.0	Extrusive:Igneous	Lava Flow		-77.52		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc221h	mc1221
281.7	This study:10.1029/2008GC002072	-48.0	Extrusive:Igneous	Lava Flow		-77.52		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc221i	mc1221
288.2	This study:10.1029/2008GC002072	-46.5	Extrusive:Igneous	Lava Flow		-77.52		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc221j	mc1221
164.6	This study:10.1029/2008GC002072	-61.5	Extrusive:Igneous	Lava Flow		-77.54		166.85	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc222a	mc1222
165.1	This study:10.1029/2008GC002072	-50.0	Extrusive:Igneous	Lava Flow		-77.54		166.85	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc222b	mc1222
165.6	This study:10.1029/2008GC002072	-26.0	Extrusive:Igneous	Lava Flow		-77.54		166.85	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc222c	mc1222
173.1	This study:10.1029/2008GC002072	-19.0	Extrusive:Igneous	Lava Flow		-77.54		166.85	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc222e	mc1222
158.1	This study:10.1029/2008GC002072	-55.0	Extrusive:Igneous	Lava Flow		-77.54		166.85	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc222h	mc1222
160.2	This study:10.1029/2008GC002072	-53.5	Extrusive:Igneous	Lava Flow		-77.54		166.85	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc222j	mc1222
203.3	This study:10.1029/2008GC002072	-78.0	Extrusive:Igneous	Lava Flow		-77.66		166.79	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc223a	mc1223
202.9	This study:10.1029/2008GC002072	-74.0	Extrusive:Igneous	Lava Flow		-77.66		166.79	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc223b	mc1223
201.9	This study:10.1029/2008GC002072	-75.0	Extrusive:Igneous	Lava Flow		-77.66		166.79	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc223c	mc1223
201.2	This study:10.1029/2008GC002072	-75.5	Extrusive:Igneous	Lava Flow		-77.66		166.79	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc223d	mc1223
204.2	This study:10.1029/2008GC002072	-73.0	Extrusive:Igneous	Lava Flow		-77.66		166.79	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc223e	mc1223
203.7	This study:10.1029/2008GC002072	-73.5	Extrusive:Igneous	Lava Flow		-77.66		166.79	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc223f	mc1223
164.0	This study:10.1029/2008GC002072	-58.0	Extrusive:Igneous	Lava Flow		-77.66		166.79	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc223g	mc1223
227.9	This study:10.1029/2008GC002072	-67.5	Extrusive:Igneous	Lava Flow		-77.66		166.79	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc223l	mc1223
305.2	This study:10.1029/2008GC002072	-23.5	Extrusive:Igneous	Lava Flow		-77.53		166.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc224a	mc1224
319.9	This study:10.1029/2008GC002072	-42.0	Extrusive:Igneous	Lava Flow		-77.53		166.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc224b	mc1224
334.0	This study:10.1029/2008GC002072	-32.5	Extrusive:Igneous	Lava Flow		-77.53		166.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc224c	mc1224
332.9	This study:10.1029/2008GC002072	-44.5	Extrusive:Igneous	Lava Flow		-77.53		166.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc224e	mc1224
353.4	This study:10.1029/2008GC002072	-54.0	Extrusive:Igneous	Lava Flow		-77.53		166.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc224f	mc1224
185.0	This study:10.1029/2008GC002072	-80.0	Extrusive:Igneous	Lava Flow		-77.58		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc225a	mc1225
189.1	This study:10.1029/2008GC002072	-79.0	Extrusive:Igneous	Lava Flow		-77.58		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc225b	mc1225
189.6	This study:10.1029/2008GC002072	-88.0	Extrusive:Igneous	Lava Flow		-77.58		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc225c	mc1225
170.0	This study:10.1029/2008GC002072	-85.5	Extrusive:Igneous	Lava Flow		-77.58		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc225d	mc1225
226.2	This study:10.1029/2008GC002072	-88.0	Extrusive:Igneous	Lava Flow		-77.58		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc225f	mc1225
222.9	This study:10.1029/2008GC002072	-73.0	Extrusive:Igneous	Lava Flow		-77.58		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc225g	mc1225
223.3	This study:10.1029/2008GC002072	-83.5	Extrusive:Igneous	Lava Flow		-77.58		166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc225i	mc1225
145.8	This study:10.1029/2008GC002072	-76.0	Extrusive:Igneous	Lava Flow		-77.61		166.77	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc226a	mc1226
146.0	This study:10.1029/2008GC002072	-78.0	Extrusive:Igneous	Lava Flow		-77.61		166.77	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc226b	mc1226
227.5	This study:10.1029/2008GC002072	-69.0	Extrusive:Igneous	Lava Flow		-77.61		166.77	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc226d	mc1226
260.0	This study:10.1029/2008GC002072	-51.0	Extrusive:Igneous	Lava Flow		-77.61		166.77	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc226f	mc1226
263.1	This study:10.1029/2008GC002072	-50.0	Extrusive:Igneous	Lava Flow		-77.61		166.77	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc226g	mc1226
274.9	This study:10.1029/2008GC002072	-12.5	Extrusive:Igneous	Lava Flow		-77.27		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc227b	mc1227
249.7	This study:10.1029/2008GC002072	-19.0	Extrusive:Igneous	Lava Flow		-77.27		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc227c	mc1227
251.7	This study:10.1029/2008GC002072	-19.0	Extrusive:Igneous	Lava Flow		-77.27		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc227d	mc1227
230.7	This study:10.1029/2008GC002072	-26.5	Extrusive:Igneous	Lava Flow		-77.27		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc227f	mc1227
183.4	This study:10.1029/2008GC002072	-12.0	Extrusive:Igneous	Lava Flow		-77.27		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc227h	mc1227
130.6	This study:10.1029/2008GC002072	-12.5	Extrusive:Igneous	Lava Flow		-77.27		166.38	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc228a	mc1228
101.1	This study:10.1029/2008GC002072	-23.0	Extrusive:Igneous	Lava Flow		-77.27		166.38	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc228b	mc1228
223.2	This study:10.1029/2008GC002072	-12.5	Extrusive:Igneous	Lava Flow		-77.27		166.38	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc228d	mc1228
163.2	This study:10.1029/2008GC002072	-19.5	Extrusive:Igneous	Lava Flow		-77.27		166.38	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc228e	mc1228
275.7	This study:10.1029/2008GC002072	-29.0	Extrusive:Igneous	Lava Flow		-77.27		166.38	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc228g	mc1228
4.8	This study:10.1029/2008GC002072	-78.0	Extrusive:Igneous	Lava Flow		-77.48		167.15	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc229a	mc1229
30.0	This study:10.1029/2008GC002072	-83.0	Extrusive:Igneous	Lava Flow		-77.48		167.15	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc229b	mc1229
11.1	This study:10.1029/2008GC002072	-93.0	Extrusive:Igneous	Lava Flow		-77.48		167.15	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc229e	mc1229
21.5	This study:10.1029/2008GC002072	-85.5	Extrusive:Igneous	Lava Flow		-77.48		167.15	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc229g	mc1229
45.0	This study:10.1029/2008GC002072	-75.5	Extrusive:Igneous	Lava Flow		-77.48		167.15	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc229h	mc1229
28.0	This study:10.1029/2008GC002072	-58.5	Extrusive:Igneous	Lava Flow		-77.48		167.15	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc229i	mc1229
35.0	This study:10.1029/2008GC002072	-87.0	Extrusive:Igneous	Lava Flow		-77.48		167.15	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc229k	mc1229
75.0	This study:10.1029/2008GC002072	-18.0	Extrusive:Igneous	Lava Flow		-78.3		164.73	SO-SIGHT:FS-FD	mc28a	mc1028
59.0	This study:10.1029/2008GC002072	-38.0	Extrusive:Igneous	Lava Flow		-78.3		164.73	SO-SIGHT:FS-FD	mc28b	mc1028
323.0	This study:10.1029/2008GC002072	-37.0	Extrusive:Igneous	Lava Flow		-78.3		164.73	SO-SIGHT:FS-FD	mc28c	mc1028
305.0	This study:10.1029/2008GC002072	-28.0	Extrusive:Igneous	Lava Flow		-78.3		164.73	SO-SIGHT:FS-FD	mc28d	mc1028
349.0	This study:10.1029/2008GC002072	-34.0	Extrusive:Igneous	Lava Flow		-78.3		164.73	SO-SIGHT:FS-FD	mc28e	mc1028
75.0	This study:10.1029/2008GC002072	-25.0	Extrusive:Igneous	Lava Flow		-78.3		164.73	SO-SIGHT:FS-FD	mc28f	mc1028
49.0	This study:10.1029/2008GC002072	-23.0	Extrusive:Igneous	Lava Flow		-78.3		164.73	SO-SIGHT:FS-FD	mc28g	mc1028
89.0	This study:10.1029/2008GC002072	-19.0	Extrusive:Igneous	Lava Flow		-78.3		164.73	SO-SIGHT:FS-FD	mc28h	mc1028
