tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_ftest_quality	aniso_p	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_abs_max	int_abs_min	int_b_beta	int_cdrat	int_corr	int_corr_aniso	int_corr_cooling_rate	int_corr_nlt	int_dang	int_drat	int_drats	int_f	int_frac	int_fvds	int_g	int_gmax	int_k	int_k_max	int_k_min	int_k_prime	int_mad_coe	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_scat	int_treat_dc_field	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
														This study:10.1029/2022GC010473											4.69e-05	4.85e-05	4.54e-05							1.021650483324927	5.941650418057954							-0.034	0.053	-0.125		3.0412103814331477	3.621729099299444						873.0	623.0	Kelvin	IE-BICEP		GHI03C		GHI03C04
														This study:10.1029/2022GC010473											4.69e-05	4.85e-05	4.54e-05	0.02		u	1.0			1.021650483324927	5.941650418057954	20.14	0.8	0.78	0.73	0.82	0.29	-0.034	0.053	-0.125	-0.0	3.0412103814331477	3.621729099299444	1	6	43.23	True	3e-05	873.0	623.0	Kelvin	IE-BICEP	g	GHI03C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI03C04
														This study:10.1029/2022GC010473											4.28e-05	4.3700000000000005e-05	4.21e-05	0.01		u	1.0			2.143881295728034	1.9089816202380956	6.45	0.85	0.84	0.79	0.87	0.22	-0.04	0.003	-0.086	-0.0443	4.096583749057211	4.739533023774092	11	6	71.92	True	3e-05	873.0	423.0	Kelvin	IE-BICEP	g	GHI03C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI03C05
														This study:10.1029/2022GC010473											4.28e-05	4.3700000000000005e-05	4.21e-05							2.143881295728034	1.9089816202380956							-0.04	0.003	-0.086		4.096583749057211	4.739533023774092						873.0	423.0	Kelvin	IE-BICEP		GHI03C		GHI03C05
														This study:10.1029/2022GC010473											5.88e-05	6.24e-05	5.58e-05	0.03		u	1.0			1.337753038724701	5.018316160468598	7.85	0.94	0.78	0.72	0.76	0.35	0.147	0.349	-0.102	-0.0	1.774729263337505	3.0353655417607865	1	6	23.95	True	3e-05	873.0	523.0	Kelvin	IE-BICEP	g	GHI03D	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI03D01
														This study:10.1029/2022GC010473											5.88e-05	6.24e-05	5.58e-05							1.337753038724701	5.018316160468598							0.147	0.349	-0.102		1.774729263337505	3.0353655417607865						873.0	523.0	Kelvin	IE-BICEP		GHI03D		GHI03D01
														This study:10.1029/2022GC010473											5.92e-05	6.19e-05	5.66e-05	0.03		u	1.0			0.403002402354522	4.4806622007701975	0.62	0.94	0.83	0.8	0.72	0.35	0.167	0.351	-0.028	0.15	1.4386785631924583	1.2891544317430428	9	6	23.66	True	3e-05	873.0	523.0	Kelvin	IE-BICEP	g	GHI03D	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI03D02
														This study:10.1029/2022GC010473											5.92e-05	6.19e-05	5.66e-05							0.403002402354522	4.4806622007701975							0.167	0.351	-0.028		1.4386785631924583	1.2891544317430428						873.0	523.0	Kelvin	IE-BICEP		GHI03D		GHI03D02
														This study:10.1029/2022GC010473											5.95e-05	6.35e-05	5.64e-05	0.03		u	1.0			0.3543149266659278	1.473619618899467	3.56	0.95	0.98	0.87	0.78	0.3	0.089	0.295	-0.156	0.0016	2.7956781708482747	2.302729219929899	14	6	29.33	True	3e-05	853.0	473.0	Kelvin	IE-BICEP	g	GHI03D	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI03D03
														This study:10.1029/2022GC010473											5.95e-05	6.35e-05	5.64e-05							0.3543149266659278	1.473619618899467							0.089	0.295	-0.156		2.7956781708482747	2.302729219929899						853.0	473.0	Kelvin	IE-BICEP		GHI03D		GHI03D03
														This study:10.1029/2022GC010473											5.75e-05	6.06e-05	5.48e-05							1.100046698497112	1.5490455590931822							0.279	0.458	0.093		1.1559555393013543	1.8866488393123952						873.0	423.0	Kelvin	IE-BICEP		GHI03D		GHI03D04
														This study:10.1029/2022GC010473											6.35e-05	6.78e-05	5.9e-05							1.1656674389722903	3.304273905541387							0.3	0.574	-0.015		4.111021240616025	3.4663792423541957						853.0	473.0	Kelvin	IE-BICEP		GHI03D		GHI03D05
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI03E		GHI03E01
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI03E		GHI03E02
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI03E		GHI03E03
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI03E		GHI03E04
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI03E		GHI03E12
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI03F		GHI03F01
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI03F		GHI03F02
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI03F		GHI03F03
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI04A		GHI04A01
														This study:10.1029/2022GC010473											2.17e-05	2.28e-05	2.08e-05							3.2447982623167126	3.847775304114402							0.552	0.738	0.38		4.468369696753726	4.015271623059536						873.0	423.0	Kelvin	IE-BICEP		GHI04A		GHI04A02
														This study:10.1029/2022GC010473											1.95e-05	2.32e-05	1.77e-05							2.637307720829809	4.734301856360892							0.787	1.256	0.281		4.003586158883082	3.472597216609017						873.0	623.0	Kelvin	IE-BICEP		GHI04A		GHI04A03
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI04A		GHI04A04
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI04B		GHI04B01
														This study:10.1029/2022GC010473											2.43e-05	2.51e-05	2.35e-05							4.264676330213536	3.5336765241294734							0.599	0.735	0.466		2.2076293347461498	4.330841467921493						873.0	523.0	Kelvin	IE-BICEP		GHI04B		GHI04B02
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI04B		GHI04B03
														This study:10.1029/2022GC010473											2.75e-05	2.89e-05	2.61e-05							3.946958404149632	3.5886057625157566							0.554	0.732	0.366		1.9493311865183045	2.9819536402517377						873.0	423.0	Kelvin	IE-BICEP		GHI04B		GHI04B04
														This study:10.1029/2022GC010473											2.73e-05	2.89e-05	2.57e-05							3.9391085854071086	5.060830003268581							0.838	1.025	0.594		4.891915825146676	5.062138690321807						873.0	473.0	Kelvin	IE-BICEP		GHI04C		GHI04C01
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI04C		GHI04C02
														This study:10.1029/2022GC010473											2.27e-05	8.77e-05	1.9e-06							4.744426322425362	9.83683740530495							1.016	4.33	-6.229		0.0	14.616021855457332						873.0	793.0	Kelvin	IE-BICEP		GHI04C		GHI04C03
														This study:10.1029/2022GC010473											2.55e-05	2.81e-05	2.3e-05							5.347203427981182	4.789773088906396							0.548	0.871	0.228		2.5672306933823865	5.217596238106519						873.0	623.0	Kelvin	IE-BICEP		GHI04C		GHI04C04
														This study:10.1029/2022GC010473											2.88e-05	3.1e-05	2.6600000000000003e-05							0.7817105731647329	2.655304883832482							0.463	0.734	0.165		2.542361790087392	3.084710049483949						853.0	423.0	Kelvin	IE-BICEP		GHI04D		GHI04D01
														This study:10.1029/2022GC010473											2.9100000000000003e-05	3.06e-05	2.76e-05							1.076462560309275	5.507082257927349							0.462	0.66	0.253		3.927380716201405	3.462255023292354						893.0	373.0	Kelvin	IE-BICEP		GHI04D		GHI04D02
														This study:10.1029/2022GC010473											2.74e-05	2.9e-05	2.59e-05							2.411808126810758	3.1304617382445685							0.458	0.643	0.273		4.672150533190991	3.944553383959683						873.0	523.0	Kelvin	IE-BICEP		GHI04D		GHI04D03
														This study:10.1029/2022GC010473											2.9e-05	3.02e-05	2.79e-05							1.9369618607930947	0.8119560371769298							0.502	0.632	0.367		2.2222571161637084	3.5014815548373237						873.0	373.0	Kelvin	IE-BICEP		GHI04D		GHI04D04
														This study:10.1029/2022GC010473											2.95e-05	3.24e-05	2.64e-05							3.668480838010454	6.73737302437886							0.408	0.798	-0.005		3.544514919475044	3.850775327947804						873.0	473.0	Kelvin	IE-BICEP		GHI04E		GHI04E01
														This study:10.1029/2022GC010473											2.97e-05	3.09e-05	2.83e-05							1.8679297263655976	2.864608612162137							0.36	0.53	0.176		3.530256368340315	3.387979974380167						873.0	373.0	Kelvin	IE-BICEP		GHI04E		GHI04E02
														This study:10.1029/2022GC010473											2.74e-05	2.88e-05	2.61e-05							2.580029842977736	4.951945522107195							0.42	0.605	0.234		3.442593534948807	4.004105792120662						873.0	423.0	Kelvin	IE-BICEP		GHI04E		GHI04E03
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI04E		GHI04E04
														This study:10.1029/2022GC010473											2.69e-05	2.8e-05	2.58e-05							1.589602629205933	1.1741505973096704							0.401	0.531	0.267		2.221306845051346	2.436216618180057						883.0	373.0	Kelvin	IE-BICEP		GHI04E		GHI04E05
														This study:10.1029/2022GC010473											2.48e-05	2.6e-05	2.37e-05							1.113822334980633	1.8209932043860888							0.228	0.364	0.102		1.1211838526742424	2.258473506462792						883.0	473.0	Kelvin	IE-BICEP		GHI04E		GHI04E06
														This study:10.1029/2022GC010473											2.77e-05	2.94e-05	2.61e-05							3.0116415105507968	3.556036471778944							0.483	0.678	0.273		3.822235070892158	4.051179833357292						883.0	373.0	Kelvin	IE-BICEP		GHI04E		GHI04E07
														This study:10.1029/2022GC010473											2.7e-05	2.82e-05	2.58e-05							2.629472488052227	1.341625006952481							0.312	0.449	0.175		4.587093281695051	4.28479195078423						883.0	373.0	Kelvin	IE-BICEP		GHI04E		GHI04E08
														This study:10.1029/2022GC010473											2.64e-05	2.75e-05	2.54e-05							3.2781606615566625	1.2952490387086169							0.399	0.525	0.27		2.4200454729920238	3.0673652030388663						883.0	373.0	Kelvin	IE-BICEP		GHI04E		GHI04E09
														This study:10.1029/2022GC010473											2.65e-05	2.75e-05	2.56e-05							3.0820000336345985	2.0985730384947696							0.299	0.402	0.196		1.1383188564814688	3.344319788937556						883.0	473.0	Kelvin	IE-BICEP		GHI04E		GHI04E10
														This study:10.1029/2022GC010473											2.65e-05	5.51e-05	1.43e-05							8.007123830297584	4.783725726362354							-0.783	2.004	-4.339		3.0681535778343143	3.321426479205884						623.0	273.0	Kelvin	IE-BICEP		GHI05A		GHI05A01
														This study:10.1029/2022GC010473											2.6600000000000003e-05	4.74e-05	1.29e-05							5.447940141836467	1.9045338489253136							-0.877	2.468	-4.002		3.0770962163405358	3.3772689041580954						623.0	273.0	Kelvin	IE-BICEP		GHI05A		GHI05A02
														This study:10.1029/2022GC010473											2.6600000000000003e-05	2.88e-05	2e-05							1.809182622978168	3.80092482205553							0.77	1.082	-0.227		1.921927832716	3.389780910815038						573.0	273.0	Kelvin	IE-BICEP		GHI05A		GHI05A03
														This study:10.1029/2022GC010473											2.51e-05	2.65e-05	2.34e-05							1.2351030319694274	7.621287298322656							0.155	0.363	-0.075		1.6096163450776912	4.645045171298375						873.0	273.0	Kelvin	IE-BICEP		GHI05B		GHI05B01
														This study:10.1029/2022GC010473											1.95e-05	4.27e-05	9.3e-06							5.491198616483536	6.603959475266184							-0.337	2.617	-2.968		0.0	7.645944493537745						573.0	423.0	Kelvin	IE-BICEP		GHI05B		GHI05B02
														This study:10.1029/2022GC010473											1.96e-05	4.3700000000000005e-05	1.59e-05							4.988287183478181	1.874096876240689							0.481	2.129	-4.858		0.0	13.17886920481209						573.0	423.0	Kelvin	IE-BICEP		GHI05B		GHI05B03
														This study:10.1029/2022GC010473											1.6800000000000002e-05	1.91e-05	1.53e-05							9.891287036568537	4.028473064798932							0.818	1.184	0.529		4.580773263593036	7.02972480090589						623.0	273.0	Kelvin	IE-BICEP		GHI05C		GHI05C01
														This study:10.1029/2022GC010473											2.34e-05	2.58e-05	1.95e-05							1.2376398208927872	7.33601311480384							0.643	0.916	0.158		1.2572779341231104	5.95975525174734						623.0	373.0	Kelvin	IE-BICEP		GHI05C		GHI05C02
														This study:10.1029/2022GC010473											2.2e-05	2.52e-05	1.91e-05							8.140905750048372	5.859914052001743							0.329	0.647	0.022		4.12353898631475	6.216559209434492						573.0	273.0	Kelvin	IE-BICEP		GHI05C		GHI05C03
														This study:10.1029/2022GC010473											1.95e-05	2.25e-05	1.73e-05							2.2035648215220767	6.396590681357734							0.495	0.957	-0.118		2.7119776082672464	4.5922689930702525						773.0	273.0	Kelvin	IE-BICEP		GHI05D		GHI05D01
														This study:10.1029/2022GC010473											2.18e-05	2.43e-05	1.93e-05							1.964585514906289	8.652131433616619							0.563	1.038	0.005		3.44011910475754	3.688451448739142						773.0	273.0	Kelvin	IE-BICEP		GHI05D		GHI05D02
														This study:10.1029/2022GC010473											1.86e-05	2.01e-05	1.73e-05							4.15298861593456	2.18621740762329							0.431	0.729	0.095		1.64704891521646	4.073585456131855						723.0	273.0	Kelvin	IE-BICEP		GHI05D		GHI05D03
														This study:10.1029/2022GC010473											1.86e-05	2.01e-05	1.73e-05	0.03		u	1.0			4.15298861593456	2.18621740762329	1.95	0.99	0.84	0.81	0.71	0.42	0.431	0.729	0.095	0.1206	1.64704891521646	4.073585456131855	6	2	22.64	True	3e-05	723.0	273.0	Kelvin	IE-BICEP	g	GHI05D	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI05D03
														This study:10.1029/2022GC010473											1.62e-05	1.91e-05	1.53e-05							8.393117720755187	0.0							0.807	1.205	0.346		0.1576589955979074	1.520174615321308						573.0	273.0	Kelvin	IE-BICEP		GHI05D		GHI05D04
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI05D		GHI05D05
														This study:10.1029/2022GC010473											1.7100000000000002e-05	2.87e-05	1.4e-05							6.409044110805054	0.0							1.076	1.845	-1.728		0.6197670832392679	14.694627434628876						623.0	273.0	Kelvin	IE-BICEP		GHI05D		GHI05D06
														This study:10.1029/2022GC010473											2.59e-05	4.61e-05	1.6e-05							6.754520472150613	0.0							-0.07	1.856	-2.944		1.9198073673587883	15.21735931062976						623.0	273.0	Kelvin	IE-BICEP		GHI05D		GHI05D07
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI05D		GHI05D08
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI05D		GHI05D09
														This study:10.1029/2022GC010473											1.85e-05	2.1e-05	1.67e-05							5.150595040326819	1.9880991532931185							0.502	0.992	-0.124		4.459316901595621	5.993412636062505						773.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E01
														This study:10.1029/2022GC010473											1.82e-05	1.93e-05	1.73e-05	0.05		u	1.0			5.41603225249313	2.3562120764905625	0.4	0.87	0.79	0.77	0.66	0.54	0.214	0.506	-0.016	-0.0	2.4184464111636244	3.2895181435959877	6	2	12.23	True	3e-05	723.0	273.0	Kelvin	IE-BICEP	g	GHI05E	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI05E02
														This study:10.1029/2022GC010473											1.82e-05	1.93e-05	1.73e-05							5.41603225249313	2.3562120764905625							0.214	0.506	-0.016		2.4184464111636244	3.2895181435959877						723.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E02
														This study:10.1029/2022GC010473											1.74e-05	1.87e-05	1.64e-05							5.831901880759319	1.534266056642693							0.44	0.746	0.145		3.437362289171117	4.2135552686263456						723.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E03
														This study:10.1029/2022GC010473											1.7e-05	2.86e-05	1.44e-05							7.109620430620291	0.0							0.646	1.506	-1.384		1.538571163817814	6.778734549003569						623.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E04
														This study:10.1029/2022GC010473											2.52e-05	3.07e-05	2.05e-05							1.3750594243041854	8.698481289302046							-0.549	-0.29	-0.825		3.625994846334649	5.641970173305677						798.0	373.0	Kelvin	IE-BICEP		GHI05E		GHI05E05
														This study:10.1029/2022GC010473											1.7800000000000002e-05	3.32e-05	1.4e-05															0.187	1.637	-1.538									623.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E06
														This study:10.1029/2022GC010473											2.14e-05	2.4100000000000003e-05	1.92e-05							3.399545337342873	0.0							0.297	0.67	-0.272		3.076057170309672	5.028947292812738						623.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E07
														This study:10.1029/2022GC010473											1.94e-05	2.49e-05	1.7e-05							3.921514121288108	0.0							0.27	0.949	-0.56		1.6657891736203332	4.838001123738656						623.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E08
														This study:10.1029/2022GC010473											2.37e-05	2.55e-05	2.16e-05							8.037894805636787	2.7959560082581985							0.199	0.543	-0.177		1.5823750137878054	5.494623100268889						748.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E09
														This study:10.1029/2022GC010473											2.11e-05	2.32e-05	1.94e-05							0.7876890165178649	0.8954259729867263							0.167	0.499	-0.19		2.3867865269160013	3.2933453999096387						623.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E10
														This study:10.1029/2022GC010473											2.11e-05	2.32e-05	1.94e-05	0.02		u	1.0			0.7876890165178649	0.8954259729867263	1.3	0.88	0.82	0.8	0.63	0.5	0.167	0.499	-0.19	-0.0	2.3867865269160013	3.2933453999096387	5	1	24.38	True	3e-05	623.0	273.0	Kelvin	IE-BICEP	g	GHI05E	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI05E10
														This study:10.1029/2022GC010473											2.43e-05	2.62e-05	2.21e-05							2.108024766406231	0.7491214511116241							-0.047	0.225	-0.322		1.1527150394780046	1.7288761351455653						623.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E11
														This study:10.1029/2022GC010473											2.43e-05	2.62e-05	2.21e-05	0.03		u	1.0			2.108024766406231	0.7491214511116241	1.44	0.89	0.87	0.8	0.7	0.38	-0.047	0.225	-0.322	0.0	1.1527150394780046	1.7288761351455653	7	2	22.7	True	3e-05	623.0	273.0	Kelvin	IE-BICEP	g	GHI05E	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI05E11
														This study:10.1029/2022GC010473											2.68e-05	2.96e-05	2.22e-05	0.03		u	1.0			5.071433627994396	2.123799940377177	4.61	0.83	0.78	0.76	0.65	0.52	-0.183	0.115	-0.579	-0.0525	1.809496882966636	2.940583231755746	5	2	17.78	True	3e-05	623.0	273.0	Kelvin	IE-BICEP	g	GHI05E	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI05E12
														This study:10.1029/2022GC010473											2.68e-05	2.96e-05	2.22e-05							5.071433627994396	2.123799940377177							-0.183	0.115	-0.579		1.809496882966636	2.940583231755746						623.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E12
														This study:10.1029/2022GC010473											2.01e-05	3.08e-05	1.75e-05	0.03		u	1.0			3.298846026899454	0.8000089846579292	7.32	0.94	0.82	0.8	0.66	0.49	0.249	0.825	-0.674	-0.0	1.9523268945969603	3.117132354372789	5	2	23.53	True	3e-05	623.0	373.0	Kelvin	IE-BICEP	g	GHI05E	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI05E13
														This study:10.1029/2022GC010473											2.01e-05	3.08e-05	1.75e-05							3.298846026899454	0.8000089846579292							0.249	0.825	-0.674		1.9523268945969603	3.117132354372789						623.0	373.0	Kelvin	IE-BICEP		GHI05E		GHI05E13
														This study:10.1029/2022GC010473											2.67e-05	3.05e-05	1.94e-05	0.04		u	1.0			3.680238674416348	2.7430073304050824	5.13	0.87	0.85	0.82	0.72	0.45	-0.287	0.151	-0.876	-0.0	4.020377871068581	3.666732546079815	6	2	14.44	True	3e-05	623.0	273.0	Kelvin	IE-BICEP	g	GHI05E	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI05E14
														This study:10.1029/2022GC010473											2.67e-05	3.05e-05	1.94e-05							3.680238674416348	2.7430073304050824							-0.287	0.151	-0.876		4.020377871068581	3.666732546079815						623.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E14
														This study:10.1029/2022GC010473											2.21e-05	2.57e-05	2.05e-05							4.627333095258184	0.0239998432254554							0.032	0.301	-0.304		1.5998016230787118	3.2648533292308537						623.0	273.0	Kelvin	IE-BICEP		GHI05E		GHI05E15
														This study:10.1029/2022GC010473											2.21e-05	2.57e-05	2.05e-05	0.01		u	1.0			4.627333095258184	0.0239998432254554	4.71	0.85	0.81	0.8	0.68	0.45	0.032	0.301	-0.304	-0.0319	1.5998016230787118	3.2648533292308537	5	2	86.31	True	3e-05	623.0	273.0	Kelvin	IE-BICEP	g	GHI05E	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI05E15
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI06A		GHI06A01
														This study:10.1029/2022GC010473											2.51e-05	2.6e-05	2.42e-05	0.02		u	1.0			0.9139780032699364	4.7946777139072125	5.9	0.84	0.78	0.75	0.63	0.45	-0.082	0.037	-0.202	0.0651	2.6562940943766087	2.980159477496769	7	6	22.75	True	3e-05	873.0	273.0	Kelvin	IE-BICEP	g	GHI06A	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06A02
														This study:10.1029/2022GC010473											2.51e-05	2.6e-05	2.42e-05							0.9139780032699364	4.7946777139072125							-0.082	0.037	-0.202		2.6562940943766087	2.980159477496769						873.0	273.0	Kelvin	IE-BICEP		GHI06A		GHI06A02
														This study:10.1029/2022GC010473											2.3e-05	2.35e-05	2.25e-05	0.01		u	1.0			0.448484623363151	3.519859982998805	6.85	0.8	0.8	0.8	0.68	0.46	-0.14	-0.07	-0.216	-0.0478	1.5776063507017528	1.9115034970657343	7	6	50.8	True	3e-05	853.0	273.0	Kelvin	IE-BICEP	g	GHI06A	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06A03
														This study:10.1029/2022GC010473											2.3e-05	2.35e-05	2.25e-05							0.448484623363151	3.519859982998805							-0.14	-0.07	-0.216		1.5776063507017528	1.9115034970657343						853.0	273.0	Kelvin	IE-BICEP		GHI06A		GHI06A03
														This study:10.1029/2022GC010473											2.67e-05	2.74e-05	2.59e-05							0.4554847188553047	2.020299108525019							-0.118	-0.029	-0.206		0.5402263648771282	1.7443103558778912						853.0	423.0	Kelvin	IE-BICEP		GHI06A		GHI06A04
														This study:10.1029/2022GC010473											2.67e-05	2.74e-05	2.59e-05	0.01		u	1.0			0.4554847188553047	2.020299108525019	2.6	0.87	0.84	0.84	0.76	0.39	-0.118	-0.029	-0.206	-0.0438	0.5402263648771282	1.7443103558778912	9	6	79.31	True	3e-05	853.0	423.0	Kelvin	IE-BICEP	g	GHI06A	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06A04
														This study:10.1029/2022GC010473											2.47e-05	2.58e-05	2.36e-05							1.1763625982789687	2.66545466886066							-0.179	-0.064	-0.3		1.1847146965177378	2.4549300975156023						853.0	423.0	Kelvin	IE-BICEP		GHI06A		GHI06A05
														This study:10.1029/2022GC010473											2.47e-05	2.58e-05	2.36e-05	0.03		u	1.0			1.1763625982789687	2.66545466886066	1.13	0.78	0.8	0.78	0.71	0.45	-0.179	-0.064	-0.3	0.0	1.1847146965177378	2.4549300975156023	8	6	20.66	True	3e-05	853.0	423.0	Kelvin	IE-BICEP	g	GHI06A	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06A05
														This study:10.1029/2022GC010473											2.56e-05	2.69e-05	2.46e-05							0.2533876491787483	3.3288529542095007							0.141	0.291	-0.082		4.777162977285623	3.8141648606119065						873.0	273.0	Kelvin	IE-BICEP		GHI06B		GHI06B01
														This study:10.1029/2022GC010473											3.02e-05	3.21e-05	2.83e-05							0.3834926880308971	5.800642966622926							0.109	0.296	-0.077		2.226694059212692	1.8478029500750448						873.0	273.0	Kelvin	IE-BICEP		GHI06B		GHI06B02
														This study:10.1029/2022GC010473											3.02e-05	3.21e-05	2.83e-05	0.07		u	1.0			0.3834926880308971	5.800642966622926	16.0	0.89	0.79	0.81	0.75	0.37	0.109	0.296	-0.077	0.0	2.226694059212692	1.8478029500750448	6	5	8.91	True	3e-05	873.0	273.0	Kelvin	IE-BICEP	g	GHI06B	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06B02
														This study:10.1029/2022GC010473											2.68e-05	2.82e-05	2.57e-05	0.03		u	1.0			1.2775245153836612	2.9008973917966667	6.01	0.91	0.92	0.79	0.82	0.26	0.061	0.204	-0.08	0.036	1.884789351940628	2.974487448275867	12	5	24.52	True	3e-05	853.0	373.0	Kelvin	IE-BICEP	g	GHI06B	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06B03
														This study:10.1029/2022GC010473											2.68e-05	2.82e-05	2.57e-05							1.2775245153836612	2.9008973917966667							0.061	0.204	-0.08		1.884789351940628	2.974487448275867						853.0	373.0	Kelvin	IE-BICEP		GHI06B		GHI06B03
														This study:10.1029/2022GC010473											2.69e-05	2.78e-05	2.6e-05							0.6617718884688546	4.622435886440028							-0.1	0.003	-0.205		1.780948582449437	2.1965717061211123						853.0	273.0	Kelvin	IE-BICEP		GHI06B		GHI06B04
														This study:10.1029/2022GC010473											2.69e-05	2.78e-05	2.6e-05	0.02		u	1.0			0.6617718884688546	4.622435886440028	0.8	0.96	0.93	0.89	0.82	0.31	-0.1	0.003	-0.205	-0.0878	1.780948582449437	2.1965717061211123	11	6	39.91	True	3e-05	853.0	273.0	Kelvin	IE-BICEP	g	GHI06B	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06B04
														This study:10.1029/2022GC010473											2.85e-05	2.96e-05	2.74e-05	0.02		u	1.0			0.566794686721177	2.6385496893970783	5.31	0.95	0.93	0.85	0.82	0.26	0.009	0.125	-0.108	0.0	3.4653186466160277	3.7210965115630055	11	5	41.13	True	3e-05	853.0	273.0	Kelvin	IE-BICEP	g	GHI06B	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06B05
														This study:10.1029/2022GC010473											2.85e-05	2.96e-05	2.74e-05							0.566794686721177	2.6385496893970783							0.009	0.125	-0.108		3.4653186466160277	3.7210965115630055						853.0	273.0	Kelvin	IE-BICEP		GHI06B		GHI06B05
														This study:10.1029/2022GC010473											2.45e-05	2.56e-05	2.33e-05	0.03		u	1.0			0.4878292045323706	3.018403564241546	4.81	0.9	0.88	0.8	0.73	0.39	-0.109	0.016	-0.239	0.0	3.907821062083756	4.145606755879466	9	6	24.64	True	3e-05	873.0	373.0	Kelvin	IE-BICEP	g	GHI06C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06C01
														This study:10.1029/2022GC010473											2.45e-05	2.56e-05	2.33e-05							0.4878292045323706	3.018403564241546							-0.109	0.016	-0.239		3.907821062083756	4.145606755879466						873.0	373.0	Kelvin	IE-BICEP		GHI06C		GHI06C01
														This study:10.1029/2022GC010473											2.75e-05	2.86e-05	2.65e-05	0.02		u	1.0			0.6231243708789063	2.6308640821462914	9.74	0.95	0.85	0.77	0.76	0.36	0.014	0.13	-0.099	0.0121	3.796615074361757	3.076444851014064	1	6	35.75	True	3e-05	873.0	373.0	Kelvin	IE-BICEP	g	GHI06C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06C02
														This study:10.1029/2022GC010473											2.75e-05	2.86e-05	2.65e-05							0.6231243708789063	2.6308640821462914							0.014	0.13	-0.099		3.796615074361757	3.076444851014064						873.0	373.0	Kelvin	IE-BICEP		GHI06C		GHI06C02
